date,cases,deaths,recovered,country
2023-01-06,169985,3630,0,Uganda
2023-01-07,169985,3630,0,Uganda
2023-01-08,169985,3630,0,Uganda
2023-01-09,170209,3630,0,Uganda
2023-01-10,170209,3630,0,Uganda
2023-01-11,170279,3630,0,Uganda
2023-01-12,170279,3630,0,Uganda
2023-01-13,170279,3630,0,Uganda
2023-01-14,170279,3630,0,Uganda
2023-01-15,170279,3630,0,Uganda
2023-01-16,170279,3630,0,Uganda
2023-01-17,170279,3630,0,Uganda
2023-01-18,170279,3630,0,Uganda
2023-01-19,170279,3630,0,Uganda
2023-01-20,170279,3630,0,Uganda
2023-01-21,170279,3630,0,Uganda
2023-01-22,170279,3630,0,Uganda
2023-01-23,170279,3630,0,Uganda
2023-01-24,170328,3630,0,Uganda
2023-01-25,170328,3630,0,Uganda
2023-01-26,170328,3630,0,Uganda
2023-01-27,170328,3630,0,Uganda
2023-01-28,170328,3630,0,Uganda
2023-01-29,170328,3630,0,Uganda
2023-01-30,170328,3630,0,Uganda
2023-01-31,170400,3630,0,Uganda
2023-02-01,170400,3630,0,Uganda
2023-02-02,170400,3630,0,Uganda
2023-02-03,170400,3630,0,Uganda
2023-02-04,170400,3630,0,Uganda
2023-02-05,170400,3630,0,Uganda
2023-02-06,170400,3630,0,Uganda
2023-02-07,170400,3630,0,Uganda
2023-02-08,170400,3630,0,Uganda
2023-02-09,170400,3630,0,Uganda
2023-02-10,170400,3630,0,Uganda
2023-02-11,170400,3630,0,Uganda
2023-02-12,170400,3630,0,Uganda
2023-02-13,170464,3630,0,Uganda
2023-02-14,170464,3630,0,Uganda
2023-02-15,170464,3630,0,Uganda
2023-02-16,170464,3630,0,Uganda
2023-02-17,170464,3630,0,Uganda
2023-02-18,170464,3630,0,Uganda
2023-02-19,170464,3630,0,Uganda
2023-02-20,170478,3630,0,Uganda
2023-02-21,170478,3630,0,Uganda
2023-02-22,170478,3630,0,Uganda
2023-02-23,170478,3630,0,Uganda
2023-02-24,170478,3630,0,Uganda
2023-02-25,170478,3630,0,Uganda
2023-02-26,170478,3630,0,Uganda
2023-02-27,170504,3630,0,Uganda
2023-02-28,170504,3630,0,Uganda
2023-03-01,170504,3630,0,Uganda
2023-03-02,170504,3630,0,Uganda
2023-03-03,170504,3630,0,Uganda
2023-03-04,170504,3630,0,Uganda
2023-03-05,170504,3630,0,Uganda
2023-03-06,170504,3630,0,Uganda
2023-03-07,170504,3630,0,Uganda
2023-03-08,170544,3630,0,Uganda
2023-03-09,170544,3630,0,Uganda
